1NO0000001	-----사건 번호 45602-----[CRLF]
1NO0000140	수어드 스퀘어 근방의 구름다리를 거점으로 삼고 분대의 좌측을 수비하라. 그곳에 장시간 대기 해야 할 것이므로 충분한 탄환을 준비하라. 소규모 팀이 의사당의 남쪽 구역을 지키기 위해 급파 되었다. 그 구역에 사소한 저항이 있는 것으로 사료된다. 필요 할 때를 대비해, 미사일 좌표를 설정해 두었다. 귀관에게 제공한 스위치를 이용하여 포격을 호출 하라.[CRLF]
1NO0000141	(변조 감지)
1NO0000142	(부분 복구 시도)[CRLF]
1NO0000143	//*&*mpt #53:[CRLF]
1NO0000144	게리 53번은 01전 52건들과 마찬/지로 클론이 아닌 다른 이들에게 매_ 공격.인 성향을 보임. 관찰실 공간0l 모자르므로 먼저 제조된 게2l 클론들은 폐*&처분해야 할 것으로 *료됨.[CRLF]
1NO0000145	A//empt #54:[CRLF]
1NO0000146	게리 54번도 클론이 아닌 이들에게 공격5인 점은 변함4 없음. 다른점/라면 더욱 공격적인 성향을 보인다는 것임. 피터슨 박_가 >때 부상을 입_며 증명 되었음. 내일은 더 많은 시도//3 위한 공간 확보를 ^해 복제된 게리 몇*을 처리(할 예정임.[CRLF]
1NO0000147	낸이 더이상 동굴 깊은 곳에 짐승들이 숨어 있다는 등의 허무맹랑한 이야기를 하지 않았으면 한다. 아이들한테나 그런 헛소리가 통할텐데... 제대로 된 방벽을 세울만한 여유가 생길 때까지는 내가 임시로 만든걸로 버티면 된다. 임시방편이긴 하나 방책이 있으니 정신적으로 큰 위안이 된다.[CRLF]
1NO0000148	이 동굴에 머문지 한달이 지난 지금 모든 것이 자리를 잡았다. 밤에 레이더 무리가 들이닥칠까 걱정 하지 않아도 되니 좋은 것 같다. 이 안에서는 안전하다. 지금은 그걸로도 충분하다.[CRLF]
1NO0000149	BGWIN009 "버튼 그윈넷" 으로 지정된 유닛은 메모리 유출로 인해 상태가 좋지 않음. 지난달만 해도 코어 CPU를 여러번 교체 해야 했음. 유닛이 명령이나 지시사항 등을 점점 혼동하고 있음. 또한 역할 맡기 서브루틴이 안내하기 서브루틴을 방해하여 공격적인 성향을 띄게 되어 갤러리에 방문 하는 손님들에게 겁을 주고 있음. 이 유닛을 작동 정지시키고 코어 CPU를 교체할 것을 권장함.[CRLF]
1NO0000151	자동 포탑중의 하나인 TRT007이 지속적으로 리셋 단계에서 락이 걸리고 있음. 제대로 교정도 되지 않고 시험 타겟을 추적하지도 못함. 방향 감지기가 조준 레이저와 제대로 정렬되지 않아서 생기는 문제로 사료됨(우리 자동 포탑에서 자주 발생하는 문제임). 방향 감지기 교체를 권장함.[CRLF]
1NO0000153	유닛 EMT002 "나이팅게일" 이 전반적인 수리를 마치고 다시 작동하게 되었음. 수술용 팔, 주사 장치, 균형 조절 장치 시스템과 3번 추진기를 교체 하였음. 유닛의 중앙 CPU는 리셋 되었으며 작동 준비 완료 상태임.[CRLF]
1NO0000155	BGWIN00 즉 버튼 그윈넷 유닛은 본래 독립 선언문 서명 재연 행사의 참석자로서 디자인 되었습니다. 이 유닛은 독립선언문의 두번째 서명자인 조지아주의 버튼 그윈넷 역할을 연기 합니다. 그리고 이 유닛은 안내 가이드 보조 서브루틴과 제한된 보안 서브루틴도 포함해서 프로그래밍 되었습니다.[CRLF]
1NO0000156	JHANC003 즉 존 핸콕 유닛은 본래 독립 선언문 서명 재연 행사의 참석자로서 디자인 되었습니다. 이 유닛은 독립 선언 현장의 최고령자였던 버지니아의 존 핸콕 역할을 연기합니다. 그리고 이 유닛은 안내 가이드 보조 서브루틴과 제한된 보안 서브루틴도 포함해서 프로그래밍 되었습니다.[CRLF]
1NO0000157	리벳시티 수경 재배법이 원래대로 복구 됨 - 그 동안의 연구에 비하면 아주 간단하였음. 현재 만들어 낼 수 있는 한정된 정화된 물만으로도 기본적인 음식 재료를 기르기에 충분함.[CRLF]
1NO0000158	대량 정화 실험에는 아직까지 진전이 없음. 그러나 앞으로 이곳에서 처리해야 할 유지 보수를 고려해 볼 때, 새로운 실험을 시도할 시간조차 내기 힘들것으로 사료됨. [CRLF]
1NO0000159	어쨌든 리벳시티는 대량 정화 시설로서의 역할을 할만한 장소는 아님. 여기는 기본적인 시설도 없는 상태인데다가 다시 만들자는 아이디어는 나머지 의원회 멤버들을 설득하기에도 쉽지는 않을 것임.[CRLF]
1NO0000160	게다가 모든 과정이 성공해야, 그나마 말이라도 해 볼수 있는 상황임.[CRLF]
1NO0000161	참석자:
1NO0000162	과학자 대표 - 메디슨 리 박사
1NO0000163	시민 대표 - 베논
1NO0000164	경비 대표 - 하크니스[CRLF]
1NO0000165	* 다리의 수리는 자금을 계속 소모하며 진행되고 있고, 영구적으로 사용 가능한 다리가 검토되었으나 그 다리는 공격에 매우 취약하다는 단점이 있었다.[CRLF]
1NO0000166	* 베논이 이방인들에게 "통행세" 에 대하여 제안하였으나 투표 결과 부결되었다.[CRLF]
1NO0000167	* 수경 재배법과 도시의 내구도는 훌륭하다. 리 박사와 그녀의 과학팀의 노고에 감사한다. 어쨌건, 시스템의 고장이 이젠 거의 일상적인 일이 되었으므로 지속적인 관리가 필요하다.[CRLF]
1NO0000168	* 리 박사가 텐페니 타워나 언더월드에서 과학에 재능이 있는 사람들을 자신의 팀에 영입시키자고 제의하였으나 투표 결과 부결되었다. [CRLF]
1NO0000169	* 평소와 같이 선창에서 마이얼럭들의 침입을 해결하려고 시도했다. 하크니스와 그의 동료들은 그것들을 저지할 수 있으며, 때때로 그것들을 쓸어버리기도 했다. 하지만 그것들이 리벳시티 근처 지역 내에 계속 둥지를 짓는다면, 그들이 상위 갑판을 향해 공격하게 되는 이론상의 위험은 존재한다.[CRLF]
1NO0000170	* 베논이 하갑판의 앞부분을 폐쇄하자고 제안하였으나, 투표 결과 부결되었다. [CRLF]
1NO0000171	* 마이얼럭의 제거 작전에 대한 자금과 무기들을 하크니스가 신청하였고, 투표 결과 통과되었다.[CRLF]
1NO0000172	* 리 박사가 수경 재배법을 감독하기 위해 떠났다. [CRLF]
1NO0000173	* 회담이 연기되었다.[CRLF]
1NO0000177	경비 대표 - 라나 덴버스[CRLF]
1NO0000178	* 상인 교섭 양호 : 믿을 수 있는 깨끗한 식료품의 공급자들하고만 거래 하고 있다. [CRLF]
1NO0000179	* 베논이 건포도의 가격을 50퍼센트 인상하자고 제안했으나 투표 결과 부결 되었다.[CRLF]
1NO0000180	* 리 박사는 수경 재배법 시스템에 진전이 있다고 보고했다. 허나 그녀는 완벽히 성공하려면 더욱 테스트가 필요하다고 말했다.[CRLF]
1NO0000181	* 덴버스는 배 갑판의 고정 정도를 위험한 부분이 더 늘어나기 전에 균등하게 맞추는 것을 속행할 필요가 있다고 하였다.[CRLF]
1NO0000182	* DC지역에서 노예와 레이더, 슈퍼 뮤턴트가 늘어났다는 소문이 덴버스가 경비 부대원들의 훈련을 서둘러 촉구하게끔 만들었다[CRLF]
1NO0000183	* 리 박사가 수경 재배법의 부족한 점을 처리하기 위하여 급히 자리를 떳다. [CRLF]
1NO0000185	일반적인 위험들과는 별개로, 리벳 시티에 사는 장기 거주자들에게는 좀 특이한 문제들이 발생했다:[CRLF]
1NO0000186	* 파상풍: 녹슨 배의 선체에 베임으로써 발생하는 근육경련, 특히 턱근육에 발생. 입수 가능한 페니실린으로 치료가 가능.[CRLF]
1NO0000187	* 폐렴: 녹슨 미세 먼지의 장기 흡입으로 인한 호흡기 문제 - 특히 격납고 바닥에 거주하는 사람들과 거동이 불편한 환자들에게 발생. 증기 요법과 외부와의 환기를 통해 치료 가능.[CRLF]
1NO0000188	* 오염된 물고기: 요즘도 발생하는 문제. 지금도 누군가는 강에서 물고기를 발견해 그것들을 먹으려고 함. 방사능 수치가 급증 한뒤로 강물에 방사능이 퍼져 물고기를 먹은 대부분의 환자들을 미치게 만듦. 치료법은 없음. 하지만 적어도 사람들 근처에 두어 그러지 못하게 본보기로 삼는 편이 나을듯.[CRLF]
1NO0000189	베논: 아직도 "사교적인 문제" 때문에 고통받고 있음. 페니실린을 계속 주사하고 앞으로는 주의하도록 설득시킴.[CRLF]
1NO0000190	브록: 항상 다음날이면 어김없이 코가 깨져서 옮. 환자로 보기에 다소 어려움이 있음. 그러나 적어도 그가 "언급한" 사람들은 살아 있음. 가까스로이긴 하지만.[CRLF]
1NO0000191	파울리 칸티엘리: 그의 중독 증세를 지속적으로 치료함으로써 안정된 수입은 보장 되지만, 그를 계속 치료하느라 더 이상 약품을 낭비할 수는 없음.[CRLF]
1NO0000192	씨그레이브 홈즈: 선실 수리로 인한 만성 폐질환. 매일밤 갑판 꼭대기에서 신선한 공기를 마시도록 처방.[CRLF]
1NO0000193	게리 스텔리: 극도의 피로 증세. 이 사람은 정말 휴식을 취해야 함. 그런데 안 그런 사람도 있었던가?[CRLF]
1NO0000194	트리니: 놀라울 정도로 건강함. 알콜 중독 증세나 일에 따른 기타 장기적인 위험과도 거리가 멀다. 램프라잇 출신들이 튼튼한 편인듯 함.[CRLF]
1NO0000195	"우리는 구세계를 파괴 하는 것에 뛰어나며, 또한 신세계를 만드는 것에도 뛰어나다."
1NO0000196	- 쳉 의장[CRLF]
1NO0000197	200년 전, 쳉 의장은 그의 군대를 이끌고 이곳의 퇴폐적인 지배자를 굴복시켰다. 그리고 지금 그의 겸손한 자손 쳉 동지가 그의 훌륭한 민족을 이끌고 이곳에서 다시 한번 밝은 나라를 재건할것이다![CRLF]
1NO0000198	우리는 협동하여 일을 함으로써 무법과 질병으로 인한 위험을 뿌리채 뽑을 수 있으며, 조직화 된 군대로 야수들과 도적들이 우굴거리는 땅을 정화할 수 있고, 또한 조직화 된 농부들로 굶주림과 가난함을 이겨낼 수 있다. [CRLF]
1NO0000199	경쟁 마을들을 박살 내는대로, 쳉 동지의 영광스런 리더쉽과 텐페니 자치단 아래에 우리 모두가 하나로 뭉쳐야만 한다![CRLF]
1NO0000200	시드니에게 배운 지하층으로 통하는 원형홀 화물 승강기 암호는 "우리는 인간이다" 이다.[CRLF]
1NO0000201	최근 보안 노출로 인해 워싱턴 기념관 진입 문 단말기의 암호가 변경 됨. 새로운 암호는 "렌필드" 임.[CRLF]
1NO0000202	기념관 방어 제2파견대, 팔라딘 베링스.[CRLF]
1NO0000203	네, 그렇습니다. 저도 게임에 들어가서 한글레이저를 쏴대는 리버티 프라임을 하루 빨리 보고 싶군요.[CRLF]
1NO0000204	물리적으로 볼때, 교정 참여자가 많아 질수록 한글화의 완성은 빨라진다. 교정 참여자가 적을수록 한글화의 완성은 느려지고 다운족의 악플은 늘어간다.[CRLF]
1NO0000220	맥박: 75 bpm[CRLF]
1NO0000221	혈압: 118/82 mmHg[CRLF]
1NO0000222	체온: 98.7 F[CRLF]
1NO0000223	호흡주기: 17/min[CRLF]
1NO0000224	맥박: 82 bpm[CRLF]
1NO0000225	혈압: 121/80 mmHg[CRLF]
1NO0000226	체온: 97.9 F[CRLF]
1NO0000227	호흡주기: 19/min[CRLF]
1NO0000228	맥박: 112 bpm[CRLF]
1NO0000229	혈압: 130/90 mmHg[CRLF]
1NO0000230	체온: 98.9 F[CRLF]
1NO0000231	호흡주기: 22/min[CRLF]
1NO0000232	맥박: 85 bpm[CRLF]
1NO0000233	혈압: 140/90 mmHg[CRLF]
1NO0000236	맥박: 87 bpm[CRLF]
1NO0000237	혈압: 140/85 mmHg[CRLF]
1NO0000238	체온: 98.2 F[CRLF]
1NO0000239	호흡주기: 18/min[CRLF]
1NO0000240	맥박: 92 bpm[CRLF]
1NO0000241	혈압: 150/80 mmHg[CRLF]
1NO0000243	호흡주기: 20/min[CRLF]
1NO0000245	혈압: 110/70 mmHg[CRLF]
1NO0000246	체온: 98.3 F[CRLF]
1NO0000247	호흡주기: 13/min[CRLF]
1NO0000248	맥박: 80 bpm[CRLF]
1NO0000249	혈압: ERROR[CRLF]
1NO0000250	체온: 00.0 F[CRLF]
1NO0000251	호흡주기: 5/min[CRLF]
1NO0000252	경고: 이상 감지됨.[CRLF]
1NO0000253	스트레스 레벨: 높음[CRLF]
1NO0000254	스트레스 레벨: 보통[CRLF]
1NO0000260	스트레스 레벨: 위험[CRLF]
1NO0000261	***본 환자는 즉각적인 조치가 필요함***[CRLF]
1NO0000262	만약 내가 아래 주민들을 모두 설득한다면, 텐페니는 구울들을 받아들일 것이다.
1NO0000263	* 웰링턴 부부
1NO0000264	* 링 (남)
1NO0000265	* 몬테그로 (여)
1NO0000266	* 랭카스터 (여)[CRLF]
1NO0000267	최근 볼트 안에 반란 분자들이 "볼트 재개방" 이라는 말도 안되는 일을 벌이려고 했었다. 아마타와 에드윈 브로치가 그 반란 분자 무리를 이끌고 있고, 근육 키우기에 여념이 없는 한심한 터널스네이크 놈들과 몇몇 순진한 이상주의자들이 그들을 따르고 있다.[CRLF]
1NO0000268	그들을 단속하고 저지 하기 위한 조치가 신속히 실행 되었다. 에드윈 브로치는 볼트 문을 개방하려 한 죄로 감옥에 수감 됐고, 그 추종자들도 지금은 오래된 진료소나 교실 안에 갇혀서 꼼짝 못하고 있다. 그들을 위한 식료품 공급은 점점 줄어들고 있고 "Dr. 앤디"가 우습게도 의사 노릇을 하고 있으니 반란 분자들의 사기도 곧 꺽여서 조만간 행복한 우리 공동체 일원으로 다시 돌아오게 될 것이다.[CRLF]
1NO0000269	반란 세력의 배후에 아마타가 있다는 것을 알았을 땐 정말 고통스러웠다. 그 아이가 반란 분자 무리의 리더만 아니었더라면, 그들을 어떤 망설임도 없이 신속하게 진압하고 볼트를 봉쇄시켰을 것이다[CRLF]
1NO0000270	응당 반란 분자 소굴에 경비대를 보내 강경 진압을 해야 했지만, 아마타가 있기 때문에 진압 명령을 내릴 수 없었다. 그 날 밤의 실수를 다시 반복 하진 않겠다. 우리에겐 이제 더이상의 피해를 감수할 여력이 없다. 그리고 내 딸이 내게서 더 멀어지도록 놔 둘 수도 없다.[CRLF]
1NO0000271	이런 상황에도 불구하고 한편으론 내 딸이 그런 지도력을 타고 났다는게 자랑스럽다. 물론 그 아이는 원치 않겠지만, 난 내 딸이 훌륭한 오버시어 재목이라고 생각한다.[CRLF]
1NO0000272	최근 정부 공식 볼트-텍 주파수를 통해서 어떤 집단이 예기치 않은 교신을 걸어왔다. 그들은 스스로를 "엔클레이브" 라고 칭했다.[CRLF]
1NO0000273	그들의 주파수와 볼트 옛 기록를 비교 해봤는데, 역시 정부 공식 코드였다. 엔클레이브는 자신들이 미합중국 연방 정부의 유지를 이었다는 점을 강조하면서 볼트를 연방의 일원으로 다시 받아 줄테니 우리의 자료 서버에 접근 할 수 있는 권한을 달라고 했다. 그들은 우리 볼트 게이트 비밀번호가 정부 기록과 다르다고 주장하며, 그 때문에 우리에게 여러가지 지원을 해줄 수 없다고 했다.[CRLF]
1NO0000274	그들과 짧은 교신 후에, 이 "엔클레이브" 라는 자들을 볼트에 받아들이는 걸 거부했다. 내 볼트와 주민들은 아직 그런 미지의 사실들을 받아들일 준비가 되어있지 않다. 그리고 아직 우리의 위대한 임무도 끝나지 않았다.[CRLF]
