MOD0000001	천만에.
TTW0000289	미지의 적
TTW0000290	외계인화
TTW0000291	그라인드 통제
TTW0000292	사보타주
TTW0000293	계속...
TTW0000294	라이언 일병
TTW0000295	죽음의 맛
TTW0000296	삶의 맛
TTW0000297	공공의 적
TTW0000298	악의 가벼운 손짓
TTW0000299	제노포비아
TTW0000300	어쌔신 크리드 ***
TTW0000301	내 거야! **
TTW0000302	쟈니 비 굿 **
TTW0000303	에너미 앳 더 게이트 **
TTW0000304	차이니스 조디악 *
TTW0000305	고엽 **
TTW0000306	산탄총 외교 **
TTW0000307	둘이 되긴 너무 좋아 *
TTW0000308	바퀴 구이 **
TTW0000309	병뚜껑 덮임 *
TTW0000310	개를 쏘지 마세요
TTW0000311	또 다른 자의 보물
TTW0000312	폐품 처리장 개
TTW0000313	이러고 싶지 않았어 ***
TTW0000314	유산 캐릭터 *
TTW0000315	비디오게임의 폭력성
TTW0000316	중공군 권총 - 나사형 총신
TTW0000317	중공군 권총 - 추가 탄창
TTW0000318	중공군 권총 - HD 프레임
TTW0000319	광고용 로봇 마크 I
TTW0000320	DT 감소
TTW0000321	포인트 룩아웃 해결책
TTW0000322	이 단축키는 사용되지 않았습니다
TTW0000323	광고용 로봇 라디오
TTW0000324	향상된 파워 아머 마크 II
TTW0000325	향상된 파워 아머 헬멧 마크 II
TTW0000326	22 구경 리볼버
TTW0000327	아웃캐스트 T-45d 파워 아머
TTW0000328	아웃캐스트 T-45d 파워 아머 헬멧
TTW0000329	생존 버블헤드
TTW0000330	군용 T-45d 파워 아머
TTW0000331	황무지의 낙타
TTW0000332	황무지 사무라이
TTW0000333	황무지의 주인
TTW0000334	컴피티션 리볼버
TTW0000335	버크의 10mm 권총
TTW0000336	다트, 트렘블
TTW0000337	다트, 실버 스팅
TTW0000338	다트, 냉혹한 독액
TTW0000339	다트, 어둠의 어머니
TTW0000340	집: 탄약 제조대
TTW0000341	집: 전기 렌지
TTW0000342	수도 황무지행 기차 티켓
TTW0000343	뉴 베가스행 기차 티켓
TTW0000344	유니온 역 티켓 정보.
TTW0000345	유니온 퍼시픽 역 티켓 정보.
TTW0000346	유니온 퍼시픽 역 티켓 단말기
TTW0000347	유니온 역 티켓 단말기
TTW0000348	승객 칸
TTW0000349	식당차
TTW0000350	수도 황무지행 기차
TTW0000351	고장난 기차 엔진
TTW0000352	유니온 A&P 역
TTW0000353	유니온 역
TTW0000354	유니온 역 선로
TTW0000355	황무지 선택 메뉴
TTW0000356	마이얼럭 써마도르
TTW0000357	훈제 마이얼럭
TTW0000358	수통
TTW0000359	플랙과 샤프넬의 옷가방
TTW0000360	린든의 T-45d 파워 아머
TTW0000362	[고효율 재활용] 병뚜껑 지뢰
TTW0000363	강화된 탈론 전투 갑옷
TTW0000364	강화된 탈론 전투 헬멧 마크 2
TTW0000365	변이된 버섯
TTW0000366	[변환] 생명의 물 -> 깨끗한 물
TTW0000367	버블헤드 - 생존
TTW0000368	버블헤드 - 총기
TTW0000369	발광 버섯
TTW0000370	야오과이 메달리온
TTW0000371	다트, 독구름 독 (치명적)
TTW0000372	다트, 독구름 독 (강력함)
TTW0000373	다트, 독구름 독 (약함)
TTW0000374	다트, 암흑 흰독말풀
TTW0000375	다트, 노심용해
TTW0000376	다트, 독구름 독 (치명적)
TTW0000377	다트, 독구름 독 (강력함)
TTW0000378	다트, 독구름 독 (약함)
TTW0000379	매콤한 퀀텀 소스
TTW0000380	매콤한 누카럭 롤
TTW0000381	브라더후드 T-45d 파워 아머 헬멧
TTW0000382	향상된 파워 아머
TTW0000383	향상된 파워 아머 헬멧
TTW0000384	샤론의 레버 액션식 산탄총 씬
TTW0000385	샤론의 레버 액션식 산탄총
TTW0000386	버섯 스무디
TTW0000387	전력 차단기
TTW0000388	방폭 문
TTW0000389	반응로 뇌관
TTW0000390	젠장맞을 뮤턴트들
TTW0000391	유니온 역 반응로 암호
TTW0000392	개인 단말기
TTW0000393	관리실 오버시어 단말기
TTW0000394	관리실 요구사항
TTW0000395	관리실 메시지
TTW0000396	반응로 단말기
TTW0000397	황무지의 떠돌이
TTW0000398	콜럼버스 광장
TTW0000399	할라피뇨 고추
TTW0000400	레스토랑
TTW0000401	콜럼버스 광장
TTW0000402	1 단계: 탄피, 빈 산탄, 뇌관, 그리고/혹은 화약가루를 공업용품 상자에 넣습니다.
TTW0000403	2 단계: 단말기를 이용해 물건을 용해시킵니다.
TTW0000404	3 단계: 단말기를 이용해 새 탄피, 빈 산탄, 뇌관, 그리고/혹은 화약가루를 제작합니다.
TTW0000405	4 단계: 새로 제작한 물건을 공업용품 상자에서 회수합니다.
TTW0000406	티켓은 3000 캡[오류 - 유효하지 않은 화폐]에 판매됩니다.
TTW0000407	캡[오류 - 유효하지 않은 화폐]을 투입하고 이전 메뉴에서 구입 버튼을 눌러주세요.
TTW0000408	조이에게 별로 안 좋은 생각이라고 했다. 썩은 고기처럼 냄새나는 일이라고 말이지. 근데 조이는 그게 맘에 안 들었나 보다. 누구도 조이에게 뭐라고 할 순 없다. 조이는 자기 좆대로 할 거고, 우리는 그에 따른다.
TTW0000409	[CRLF]그래, 우리 모두 따르지. 나만 빼고. 하하! 씨발놈들. 놈들이 오는 걸 제일 먼저 본 건 나였다. 보자마자 바로 튀었지. 다른 놈들이 깨닫기도 전에 빠져나왔다. 기회가 오면 잡아야지.
TTW0000410	[CRLF]쪽팔리기도 하지. 그 우람한 근육도 별 도움이 안 되는구나, 조이.
TTW0000411	[CRLF]놈들이 널 갈기갈기 찢어 도로 위에 내장을 쏟아붓는 걸 봤지. 냄새 죽였겠는데. 씨발 끔찍하군.
TTW0000412	생존자들의 분위기는 날이 갈수록 불안해진다. 지난 밤에는 남자 셋이 부대 캠프 안으로 몰래 들어오려다 발각되었다. 바로 체포해 큰 말썽 없이 밖으로 내보냈지만, 그 과정에서 캠프의 모두를 깨워 버렸다. 아마 그들을 곧 다시 보게 될 것 같다.
TTW0000413	[CRLF]적어도 다른 부대와 연락이 닿을 때까지는 어떻게든 버티며 질서를 유지해야 한다. 방사능 중독은 시간이 걸린다. 한 여성이 온몸이 계속 가렵다며 불평했다. 그녀는 셔츠가 등에 녹아 달라 붙어 있어서 도저히 떼낼 수가 없었다. 죽은 사람이 너무 많다. 질병이 퍼지지 않도록 시체를 태워야겠다.
TTW0000414	아직 다른 부대와는 연락이 닿지 않는다.
TTW0000415	[CRLF]생존자들은 스스로 체계를 세우고 지도자를 뽑았다. 우리는 그에게 약품과 음식을 분배하는 것에 대해 의논했다. 이제 그도 우리 물자가 다 떨어져 간다는 것을 알았다. 우리는 모두 갈증과 허기에 시달리고 있다. 방사능 중독의 첫 증상이 나타나고 있다. 몇 명은 극심한 증상을 보이는 반면, 전혀 영향 받지 않은 사람들도 있다.
TTW0000416	[CRLF]대부분의 생존자들은 핵폭발 당시 건물 안에 있었다. 다들 운이 좋았다. 건물이 무너지거나 핵폭풍에 맞지 않았으니까. 폐에서는 공기가 빠져나가고, 불길이 너무 뜨거워서 산소를 빨아들이는 바람에, 사람들이 강한 바람에 휩쓸려 불길로 빨려들어간다. 저 멀리에서는 여전히 도시가 불타고 있다.
TTW0000417	[CRLF]재밌게도, 완전히 조용하다.
TTW0000418	우리가 식료품을 빼돌리기 위해 환자와 노인들을 죽이고 있다는 소문이 돌기 시작했다. 현실은 빼돌릴 식료품도 안 남았는데. 식료품은 이미 사흘 전에 동이 났지만 이런 일이 일어날까봐 알리지 않았다. 통제가 불가능하다.
TTW0000419	[CRLF]해가 지기 전 우리에게 몰려 와서 캠프 안으로 들여보내 줄 것을 요구했다. 허기는 좋은 동기부여 수단이지. 총소리가 들리고 우리도 바로 대응사격을 했다. 브래들리 상병이 보초를 서다 죽었었지. 놈들 중 하나가 그의 권총을 줏었나 보다.
TTW0000420	[CRLF]우린 남자 두 명과 여자 한 명을 죽였고, 나머지는 최루탄을 맞고 흩어졌다. 남자 중 한 명은 캠프 안에 몰래 들어오려 했던 자였다. 시체에는 머리카락이 하나도 남아있지 않았다.
TTW0000421	[CRLF]놈들이 돌아올 때를 기다리고 있다. 이곳 북쪽에 국가 방위대 창고가 있다. 이제 없어졌을 수도 있지만. 어떻게든 그곳으로 가서 다른 부대와 접촉하길 빌어야겠다.
TTW0000422	[CRLF]우릴 어떻게 맞아줄까? 우린 어떻게 맞아줘야 되지?
TTW0000423	중앙 4홀의 남자화장실 5번째 칸 변기가 "아직도" 막혀서 바닥에 넘치고 있어. 오늘 벌써 5번이나 컴플레인이 들어왔다고! 누가 빨리 가서 고쳐!
TTW0000424	내 도구가 망가져 버렸어요. 누가 와서 교체해 주지 않을래요?!
TTW0000425	이전 메시지는 무시해 주세요. 왠진 몰라도 두번이나 전송됐네요. 미안해요!
TTW0000426	어떻게 자기 암호를 자꾸 잊어버리는지 이해할 수가 없군. 제발 좀 어디다 적어 놓든가 해! 반응로 암호는 R@di4ti0n야.
TTW0000427	[CRLF]IT 고문
TTW0000428	마크 말로위츠
TTW0000429	안녕, 메리. 내 아들내미가 23일 당신 딸 생일파티에 간다는 걸 알려주려고.
TTW0000430	맙소사, 제리! 보안 시스템 작동시키기 전에 미리 알려달라고 몇번이나 말했어? 저 포탑들 때문에 존나 놀랐단 말야. 또 그러면 맹세코 인사부에 보고해버릴 거야.
TTW0000431	모든 직원들에게 공지합니다. 10월 24일 일요일, 보안 시스템 점검과 신속한 반응 향상을 위해 모의훈련을 실시합니다. 근무 중인 직원들은 실제 상황이 아닌 모의훈련이라는 걸 기억해 두세요!
TTW0000432	[CRLF]경비실장
TTW0000433	페리 뉴먼
TTW0000434	상원의원 몇 명이 내 사무실에 뛰어 들어와 폭탄이 떨어지고 있다고 말했다! 그들은 방공호로 데려가 달라고 요구했고, 난 그들과 함께 비상 반응로 서브레벨의 방공호로 내려갈 거다. 누군가 이걸 읽고 있다면, 모든 게 끝난 뒤 우릴 데리러 와 줘!
TTW0000435	잘됐네요, 톰. 딸아이가 참 좋아할 거에요.
TTW0000436	다음 주말에 우리 남편이 출장 갈 거야. 얼른 보고 싶어! 쪽쪽쪽.
TTW0000437	비상 반응로의 자동 시동 기능이 "여전히" 먹통이야. 최대한 빨리 고쳐야 돼! 전력이 나가버렸는데 반응로가 작동하지 않으면 역 전체에 보안 락다운이 걸릴 거야. 그런 일이 일어나게 둘 순 없어!
TTW0000438	전력을 복구하십시오.
TTW0000439	차단기들을 다시 켜십시오.
TTW0000440	차단기 1/4 켜짐.
TTW0000441	차단기 2/4 켜짐.
TTW0000442	차단기 3/4 켜짐.
TTW0000443	차단기 4/4 켜짐.
TTW0000444	반응로를 작동시키십시오.
TTW0000445	기차 시간표를 확인하십시오.
TTW0000446	반응로를 작동 준비시키십시오.
TTW0000447	(선택) 반응로 뇌관을 얻으십시오.
TTW0000448	기차역으로 들어가는 입구를 찾으십시오.
TTW0000449	맵 마커 찾기
TTW0000450	전력을 복구
TTW0000451	수도 황무지 비활성
TTW0000452	수도 황무지 활성
TTW0000453	모하비 황무지 비활성
TTW0000454	모하비 황무지 활성
TTW0000455	모든 동료 해고
TTW0000456	모든 동료 대기
TTW0000457	게임 시간 보냄
TTW0000458	월드 스페이스 체크
TTW0000459	월드 스페이스 위치 세팅
TTW0000460	일반 월드 스페이스 위치 데이터 출력. 테스트 목적.
TTW0000461	NVSE 체크
TTW0000462	----탄약 프레스 상태 화면----
TTW0000463	재료 용해
TTW0000464	티켓 구매 (500 병뚜껑)
TTW0000465	병뚜껑 부족...
TTW0000466	== 로우어 세넛 공원 긴급 답변 세부사항 041B ==
TTW0000467	세션 종료 시 반드시 로그오프 해 주세요
TTW0000468	환영합니다,
TTW0000469	테레사 모건 원사
TTW0000470	주임 의무 장교
TTW0000471	64956
TTW0000472	64969
TTW0000473	64971
TTW0000474	시스템 상태
TTW0000475	티켓 122
TTW0000476	티켓 425
TTW0000477	티켓 432
TTW0000478	티켓 433
TTW0000479	티켓 434
TTW0000480	받는 이: MRosmerta
TTW0000481	받는 이: JMaguire
TTW0000482	Re: 암호 요청
TTW0000483	공지: 전원에게
TTW0000484	반응로 가동
TTW0000485	반응로를 가동합니다.
TTW0000486	오류! 제어 권한 없음!
TTW0000487	반응로 상태
TTW0000488	긴급 공지
TTW0000489	받는 이: TDalton
TTW0000490	넌 뭐지?
TTW0000491	라스베가스? 여기서 라스베가스까지 갈 수 있다고? 좋아, 증명해 봐.
TTW0000492	미안, 돈이 모자라.
TTW0000493	좋아, 사겠어. 대신 날 속일 생각은 마, 로봇.
TTW0000494	아무래도 네 로봇 뇌가 맛이 갔나 보군. 미친 소리야. 어쨌든 대화 즐거웠어.
TTW0000495	저번에 라스베가스로 갈 수 있다고 했었지. 아직 갈 수 있을까?
TTW0000496	라스베가스 행 티켓을 사고 싶어.
TTW0000497	마침 남은 12.7mm 권총이 있어.
TTW0000498	나한테 콜트 SSA가 있는데, 쓸래?
TTW0000499	나한테 1911 권총이 있는데.
TTW0000500	여기, 9mm 권총이야.
TTW0000501	나한테 사냥용 리볼버가 있는데, 써보겠어?
TTW0000502	나한테 커스텀 사냥용 리볼버가 있어. 손목 안 나가게 조심해.
TTW0000503	여기, 죽은 레인저한테서 가져온 세쿼이아야.
TTW0000504	음... 더 큰 무기도 숨길 수 있을까?
TTW0000505	와. 사기를 진작시키기 쉽지 않겠네.
TTW0000506	지금은 널 데려갈 수 없어. 여기서 기다리렴. 곧 데리러 올게.
TTW0000507	뭐, 네가 그렇다면.
TTW0000508	<동행 프로토콜->충돌::도그밋>
TTW0000509	<동행 프로토콜->충돌::RL-3 하사관>
TTW0000510	나한테 22 구경 리볼버가 있어.
TTW0000511	제작 중...
TTW0000512	접근 중....
TTW0000513	오류! 상태 보고서 생성 불가능
TTW0000514	오류! 반응로 작동 준비 안 됨.
TTW0000515	[화술, [%]] 
TTW0000516	[성공] [%]
TTW0000517	[성공] [%]
TTW0000518	[성공] [%]
TTW0000519	[실패] [%]
TTW0000520	[실패] [%]
TTW0000521	강제로 리셋한다.
TTW0000522	로봇을 재가동하기 위해 잠깐 전원을 내렸습니다. 이제 정상적으로 작동할 겁니다.
TTW0000523	정확하네, 그랬었지. 하지만 우리는 성수로 기적을 일으킬 수 있어. 불순물이 없어진 이 "생명의 물"은 원자의 은총을 완벽히 담고 있지.
TTW0000524	좋아. 5대 5로 하지. 이게 이익의 전부야. 난 아직도 초기 투자 비용을 회수하지 못했어. 일주일마다 한번씩 들르면, 내가 자네 몫을 챙겨 줄테니.
TTW0000525	좋아. 6대 4로 하지. 이게 이익의 전부야. 난 아직도 초기 투자 비용을 회수하지 못했어. 일주일마다 한번씩 들르면, 내가 자네 몫을 챙겨 줄테니.
TTW0000526	좋아. 3대 7로 하지. 이게 이익의 전부야. 난 아직도 초기 투자 비용을 회수하지 못했어. 일주일마다 한번씩 들르면, 내가 자네 몫을 챙겨 줄테니.
TTW0000527	정말? 모두 다? 누더기가 된 종이 딱지 하나 없었어? 아, 정말 곤란한데. 알렉산드리아 카운티 도서관하고 똑같아. 이 얼마나 인류에게 큰 손실인지 몰라.
TTW0000528	당신의 순진함을 생각해서, 내가 약속할 수 있는 건 이제부터 아르푸가 더 이상 패밀리들의 표적이 되는 일은 없을거란 거야. 그 이상 다른 약속은 해줄 수가 없어.
TTW0000529	보통 난 그런 헛소문에 신경쓰진 않는데.... 늙은 핑커톤이 리벳시티 어딘가에 숨어있다고 그들이 그러더군.
TTW0000530	그게 바로 내가 황무지에서 온 또다른 스파이에게 듣기 원하는 것이다. 당신은 이제 데이브 공화국을 한시간 내에 떠나야 한다. 그렇지 않으면 처형될 것이다.
TTW0000531	어려운 제안을 하는구만. 하지만 우리가 이 빌어먹을 문제를 처리하는데 얼마나 힘이 들었는지 생각한다면... 좋아 거래 성립이야. 당신만 믿어.
TTW0000532	뭐, 그렇지. 하지만 내가 여기오기 전에는 중요하지 않은 곳이었어. 누구도 상관하지 않을 오래된 역사일 뿐이라고.
TTW0000533	그건 정말 말이 그렇다는 거야. 내가 애써서 형태를 이루게 만들기 전에는 "촌락"이라고 부를 만한 장소가 아니었다고. 야영지에 더 가까웠지.
TTW0000534	이건 말도 안돼! 어이가 없군! 더러운 구울 떼와 미친 박애주의자가 날 쫓아내? 난 이제 어디서 살지? 거긴 또 어떻게 가나?
TTW0000535	너 이 병신같은 좀비 취향 변태 새끼! 도대체 왜 저 토나오는 좀비들을 위해 우리같은 정직하고, 성실하고, 착한 사람들을 쫓아내는거야?
TTW0000536	좋아. 난 자고로 의학지식이 있는 사람들은 동정심이 있어야된다고 생각해. 그래, 어쩌면 당신말이 녀석에겐 통할지도 모르겠군.
